TARGET,AGE,GENDER,BALANCE,OCCUPATION,HOLDING_PERIOD,ACC_TYPE,LEN_OF_RLTN_IN_MNTH,NO_OF_CREDIT_TXNS,NO_OF_DEBIT_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_LOAN,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CHQ_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN
0,36,O,361902.44,PROF,30,CA,91,34,1,0,0,0,0,77270,0,0,1,0
0,28,F,646980,SENP,2,SA,158,2,2,0,2,0,0,53570,0,26785,1,0
0,48,M,48480.01,SENP,14,CA,146,67,4,1,0,0,19700,146190,19700,0,1,1
0,52,F,506810.64,PROF,7,SA,61,6,4,0,3,0,0,669730,0,28306.67,1,0
0,50,M,1341413.77,SENP,2,SA,86,5,4,0,2,0,0,477330,0,27870,1,1
0,39,F,755426.65,SENP,26,SA,204,2,2,0,0,1,0,901402,0,0,1,1
0,39,M,156794.2,SAL,16,SA,130,8,7,1,4,1,16900,702720,16900,11020,1,0
0,39,M,171807.28,SENP,31,SA,74,8,2,1,0,0,17400,474820,17400,0,1,1
0,51,M,843198.69,SAL,19,SA,105,8,6,1,2,0,16500,361609,16500,6955,1,0
0,53,M,517286.97,SAL,19,SA,154,10,5,1,2,0,16900,1051904,16900,14195,1,0
0,30,M,449825.91,SENP,1,SA,61,8,6,1,4,1,4600,1052156,4600,17732.5,1,1
0,39,F,340182.08,PROF,20,CA,139,7,7,1,2,0,18900,1196938,18900,37780,1,0
0,36,M,30384.19,SAL,4,SA,194,6,6,1,4,0,8200,761190,8200,8222.5,1,0
0,44,F,303898.1,PROF,27,SA,110,2,2,0,0,0,0,987534,0,0,0,1
0,29,M,330120.67,SAL,23,SA,34,7,4,1,0,0,1100,219710,1100,0,1,1
0,55,M,499083.99,PROF,17,SA,120,8,5,1,2,0,8900,1483175,8900,26060,1,1
0,55,M,152876.92,SENP,1,CA,162,23,30,3,2,1,34100,662026,11366.67,38915,1,1
0,53,M,835386.19,SELF-EMP,25,SA,49,6,1,0,0,1,0,26080,0,0,1,0
0,51,M,115854.34,PROF,23,SA,33,11,4,0,1,0,0,995250,0,55400,1,0
0,45,M,13339.42,SENP,30,SA,48,5,4,2,0,0,24200,1136458,12100,0,1,0
0,55,M,482450.49,SENP,30,SA,198,1,2,0,1,0,0,954000,0,65450,1,1
0,49,F,135967.46,SENP,23,SA,209,15,2,1,0,1,4500,727990,4500,0,0,0
0,41,M,805773.46,PROF,1,SA,96,8,5,1,4,1,3000,48230,3000,11307.5,1,1
0,35,F,165237.5,SAL,23,SA,141,10,3,1,0,0,13200,524590,13200,0,1,1
0,40,M,1025633.07,PROF,31,SA,80,6,3,1,0,1,19900,105755,19900,0,1,1
0,31,F,1745855.38,SENP,13,SA,101,6,5,1,1,1,15900,734817,15900,0,1,0
0,55,M,1686852.01,SAL,9,SA,175,10,6,1,4,0,19500,516890,19500,21075,1,1
1,32,M,27855.86,SAL,1,CA,182,69,68,23,1,1,127200,767736,5530.43,70760,1,0
0,46,M,2447622.57,SENP,28,SA,35,4,4,1,0,0,11400,1002910,11400,0,1,1
0,31,M,86309.89,SENP,10,CA,46,31,18,2,7,0,16600,1219724,8300,35561.43,1,0
1,48,M,301093.99,SELF-EMP,10,SA,197,7,4,0,1,1,0,856580,0,0,1,1
0,50,M,423924.22,SAL,3,SA,102,6,5,1,1,0,19100,929025,19100,0,1,0
0,24,M,0,PROF,11,SA,84,10,6,1,2,0,11100,1628184,11100,32900,1,1
0,48,M,348855.12,SAL,13,SA,196,11,6,1,4,0,2300,999280,2300,6330,1,0
0,55,M,115771.17,SAL,22,SA,202,17,4,0,3,0,0,262570,0,31700,1,0
0,36,M,222957.05,SAL,11,SA,105,4,3,0,2,0,0,439650,0,14495,1,0
1,34,F,1471282.23,PROF,1,SA,83,12,6,1,2,1,5600,1752864,5600,42025,1,1
0,43,F,244894.32,SENP,18,SA,156,15,8,1,5,0,5800,813642,5800,108484,1,0
0,33,M,185032.99,SAL,27,SA,121,0,2,0,0,1,0,406210,0,0,1,1
0,52,M,413426.06,SAL,13,SA,140,2,1,0,1,0,0,32650,0,32650,1,1
0,47,M,422421.57,SENP,15,SA,36,7,5,1,1,0,10000,706706,10000,0,1,0
0,30,M,253128.04,SELF-EMP,10,SA,211,8,6,1,2,1,17900,961605,17900,20690,1,0
0,42,M,1436954.17,SAL,24,SA,37,0,3,0,0,0,0,1250884,0,0,1,1
0,45,M,225870.31,SAL,28,SA,136,16,1,0,0,0,0,970260,0,0,1,1
0,48,F,39444.86,SENP,21,SA,163,6,2,0,0,1,0,397610,0,0,1,0
0,35,M,70896.56,SELF-EMP,13,SA,47,5,5,1,4,1,3900,76850,3900,18237.5,1,1
0,24,F,1427675.03,SELF-EMP,11,CA,53,15,18,2,12,0,13300,3917612,6650,317234.17,1,1
0,33,M,58297.59,SAL,19,SA,53,9,5,1,4,0,7800,40520,7800,8180,1,1
0,51,M,56844.59,SELF-EMP,25,SA,193,7,1,1,0,0,14700,14700,14700,0,1,1
0,51,M,655956.75,SELF-EMP,1,SA,110,5,4,0,1,0,0,146510,0,0,1,0
0,53,F,797588.42,SENP,14,CA,72,24,2,2,0,1,700,700,350,0,0,1
0,34,M,848498.16,SAL,25,SA,40,4,4,1,0,1,17000,758880,17000,0,1,1
0,40,M,66505.75,SENP,28,CA,50,7,1,0,0,0,0,159070,0,0,1,1
1,45,M,67002.89,PROF,1,CA,125,19,25,3,0,0,53300,689737,17766.67,0,1,1
1,32,M,215944.68,PROF,15,SA,40,4,6,1,2,1,12000,224732,12000,6670,1,0
0,47,O,29381.62,SAL,3,CA,134,38,15,2,1,0,4700,782152,2350,82590,1,1
0,41,M,1044526.8,PROF,6,SA,48,11,6,1,2,0,16300,1714895,16300,35730,1,1
0,36,M,21032.84,SAL,31,SA,142,10,3,1,0,0,13600,1090460,13600,0,1,0
1,53,M,47333.77,SAL,11,SA,90,2,4,2,1,1,0,755780,0,0,1,1
1,40,M,1136990.14,SAL,19,SA,204,7,5,1,2,1,9700,722718,9700,7630,1,1
0,27,M,440072.66,SAL,5,CA,119,3,3,0,3,0,0,61780,0,20593.33,1,0
0,42,M,185755.52,SENP,2,SA,133,6,5,1,2,1,2100,1755879,2100,13110,1,0
0,54,M,789324.98,SAL,29,SA,182,5,3,1,0,1,19200,605948,19200,0,1,0
0,29,M,275339.66,SENP,6,SA,51,8,6,1,2,0,10300,1459024,10300,32545,1,0
0,47,M,232305.8,SAL,9,SA,40,16,15,2,7,0,29500,2012995,14750,89037.14,1,1
0,32,M,1599861.15,PROF,4,SA,153,2,2,0,1,0,0,828020,0,0,1,0
0,37,M,423955.9,SAL,12,SA,87,11,6,1,4,1,10900,84360,10900,16750,1,0
0,23,M,80158.89,SAL,8,SA,146,4,5,1,2,0,4100,1140342,4100,43925,1,1
0,32,M,3124362.6,SAL,10,SA,120,2,2,0,1,0,0,284800,0,0,1,0
0,27,M,162954,SAL,27,SA,94,6,3,0,0,1,0,909620,0,0,1,0
0,27,M,264215.8,SELF-EMP,8,SA,114,11,8,1,5,0,3100,1455027,3100,171104,1,1
0,44,M,163407.98,SENP,10,SA,57,18,14,2,5,0,28000,876700,14000,90614,1,1
0,29,M,286792.09,SELF-EMP,4,SA,176,2,2,0,2,0,0,57040,0,28520,1,0
0,41,M,299603.85,SAL,19,SA,152,2,2,0,1,1,0,126550,0,0,1,1
0,45,F,2125788.84,SENP,15,CA,104,0,0,0,0,1,0,0,0,0,1,1
0,51,M,56844.59,SELF-EMP,25,SA,193,7,1,1,0,0,14700,14700,14700,0,1,1
0,36,M,157570.05,SENP,22,SA,32,6,1,0,0,1,0,662560,0,0,1,0
0,55,M,300536.48,SELF-EMP,29,SA,120,1,2,0,0,1,0,953591,0,0,1,0
0,31,F,153943.21,SELF-EMP,1,SA,188,10,6,1,2,0,2400,1221406,2400,34185,1,1
0,29,M,103286.72,SELF-EMP,15,SA,154,14,7,1,4,1,800,1068260,800,22227.5,0,1
0,31,F,285015.4,SENP,15,SA,140,10,6,1,4,0,17700,817050,17700,11782.5,1,0
0,35,M,47853.32,SENP,17,SA,64,7,5,1,2,0,14300,643784,14300,34150,1,1
0,51,M,137931.05,SAL,29,CA,132,38,4,2,0,0,48700,874386,24350,0,1,0
0,29,M,702664.39,SAL,15,SA,52,11,5,1,1,1,4600,1236425,4600,0,1,1
0,48,F,1734003.22,PROF,17,CA,107,3,3,0,1,1,0,609420,0,0,1,1
0,35,F,203608.03,SENP,5,SA,107,2,2,0,2,1,0,65330,0,32665,1,0
0,21,F,695394.74,SENP,1,SA,92,11,6,1,4,0,5400,962901,5400,11030,1,1
1,33,F,564029.45,SENP,8,SA,36,6,2,0,1,0,0,625260,0,0,1,0
0,40,M,2317536.88,SAL,27,SA,34,6,4,2,0,0,35700,332970,17850,0,1,0
0,52,M,646237.02,SELF-EMP,27,SA,182,7,1,1,0,1,18800,18800,18800,0,1,0
0,49,F,656555.45,SENP,24,SA,221,2,1,0,0,0,0,714390,0,0,0,1
1,49,M,80656.87,SELF-EMP,9,SA,69,18,14,2,4,0,23000,1260612,11500,18352.5,1,0
1,33,F,564029.45,SENP,8,SA,36,6,2,0,1,0,0,625260,0,0,1,0
0,35,M,58117.13,SELF-EMP,9,SA,123,6,5,1,4,0,15400,89470,15400,18517.5,1,0
0,29,M,269596.16,SAL,27,SA,195,6,2,1,0,0,500,783180,500,0,1,1
0,53,M,71720.48,SAL,13,CA,107,36,14,2,4,0,26100,1573364,13050,15195,1,0
0,28,M,64271.38,PROF,2,CA,157,15,18,2,5,0,7800,404651,3900,17308,1,0
0,50,F,2112067.19,SENP,16,SA,65,15,8,1,4,0,19600,466290,19600,16667.5,1,1
0,29,M,4126.02,SENP,24,SA,217,6,1,0,1,0,0,79410,0,79410,1,0
0,43,M,56208.86,SAL,10,SA,124,0,0,0,0,0,0,0,0,0,1,0
0,54,F,118923.37,PROF,10,SA,68,3,2,0,2,0,0,33790,0,16895,1,0
0,50,M,196759.7,SAL,3,SA,83,10,5,1,1,0,14200,1125402,14200,0,1,0
0,35,M,233521.98,SENP,7,CA,155,29,27,3,7,1,59800,2488807,19933.33,85122.86,0,0
0,31,M,282349.74,PROF,29,SA,175,8,1,0,0,0,0,27630,0,0,1,0
0,29,F,3183986.32,SENP,16,CA,150,11,13,1,2,1,3400,682515,3400,13750,1,0
0,43,M,258332.96,SAL,11,SA,162,10,5,1,4,1,1400,43290,1400,10472.5,1,1
0,35,M,15040.06,SELF-EMP,25,SA,182,8,3,1,0,0,19400,379530,19400,0,1,1
0,26,F,252828.07,SELF-EMP,21,SA,167,12,3,1,0,0,17100,24250,17100,0,1,0
0,50,M,10087.82,SAL,29,CA,70,69,1,0,0,1,0,88940,0,0,1,0
0,30,F,33167.21,SENP,24,SA,183,10,2,2,0,0,45200,45200,22600,0,1,0
0,55,F,963156.15,SENP,6,SA,95,16,14,2,6,1,21000,1314165,10500,36628.33,0,0
0,52,M,145683.31,PROF,15,SA,63,6,6,1,1,0,10800,1109029,10800,0,1,0
0,34,F,3415588.78,PROF,6,SA,47,16,15,2,7,0,45600,760677,22800,22212.86,1,0
0,30,M,759290.51,SAL,21,CA,76,39,1,1,0,1,11300,11300,11300,0,1,1
0,45,M,336870.1,SENP,22,SA,76,11,3,0,0,0,0,1608489,0,0,1,1
1,23,M,147198.47,SAL,7,SA,216,4,5,1,4,0,600,18500,600,4475,1,1
0,41,M,309275.47,SAL,10,SA,106,3,2,0,1,0,0,183630,0,0,1,0
0,36,M,32720.12,PROF,12,SA,136,18,14,2,1,0,5000,1288295,2500,74470,1,1
0,26,F,490859.36,SENP,21,SA,214,2,1,1,0,0,4400,4400,4400,0,1,0
0,41,M,31760.71,SELF-EMP,25,SA,46,7,2,1,0,0,800,264678,800,0,1,0
0,44,M,814.21,SAL,10,SA,175,6,6,1,4,0,9200,623920,9200,9325,0,0
1,44,F,4313.25,SENP,1,CA,95,59,24,3,4,0,32500,1186843,10833.33,6455,1,0
0,31,M,402389.8,PROF,16,SA,89,4,3,0,3,0,0,72060,0,24020,1,0
0,47,M,287489.04,SAL,28,SA,104,8,2,1,0,0,6600,806413,6600,0,1,0
0,36,M,48109.53,PROF,12,CA,104,21,27,3,0,1,44400,1126032,14800,0,1,1
0,45,M,1426815.14,SENP,8,SA,71,12,6,1,1,0,12800,632835,12800,0,1,0
0,47,M,357592.45,SENP,9,SA,37,0,0,0,0,0,0,0,0,0,1,1
0,34,M,62126.83,SAL,28,CA,198,0,2,1,1,0,5600,17480,5600,11880,1,1
0,54,F,394946.58,SENP,26,SA,103,11,1,1,0,0,17900,17900,17900,0,1,0
0,41,M,174242.66,SENP,23,SA,208,7,4,4,0,0,18800,18800,4700,0,1,1
0,37,F,439193.56,PROF,21,CA,40,19,2,0,0,0,0,789023,0,0,1,1
1,47,M,164832.03,SELF-EMP,10,SA,94,5,5,1,1,0,17000,449400,17000,0,1,1
0,30,M,350818.05,SAL,11,SA,167,2,2,0,2,0,0,99330,0,49665,1,1
0,40,M,14317.3,SELF-EMP,31,SA,166,6,4,1,1,0,5200,374902,5200,93010,1,1
0,28,F,103903.35,SELF-EMP,19,SA,142,16,14,2,1,0,29500,972447,14750,45020,1,0
0,55,M,1686852.01,SAL,9,SA,175,10,6,1,4,0,19500,516890,19500,21075,1,1
0,29,M,203869.51,SAL,22,SA,115,5,2,0,0,0,0,296290,0,0,1,1
0,30,M,562967.65,SELF-EMP,30,CA,217,1,4,0,0,1,0,1389816,0,0,1,1
0,27,M,306035.76,SAL,26,SA,119,4,1,1,0,1,15000,15000,15000,0,1,0
1,41,M,5816.52,PROF,16,CA,75,33,19,2,5,0,35600,1038494,17800,53742,1,0
0,39,F,61669.58,SENP,14,SA,155,8,6,1,2,0,10200,943940,10200,25260,1,1
0,28,F,1459930.41,SENP,28,SA,92,10,2,0,0,0,0,265601,0,0,0,1
0,37,M,108729.99,SAL,1,CA,90,65,64,16,5,0,59900,1517481,3743.75,72530,1,0
0,34,M,51137.53,SELF-EMP,8,SA,193,18,14,2,1,0,38600,832812,19300,19130,0,1
0,42,M,44907.18,SAL,16,SA,41,0,0,0,0,0,0,0,0,0,1,0
1,22,F,743112.48,SENP,21,SA,53,11,4,1,0,0,0,228316,0,0,1,1
0,46,M,26904.97,PROF,16,SA,74,9,5,1,1,0,13000,819194,13000,0,1,1
1,32,M,385494.59,PROF,1,SA,207,1,1,0,0,1,0,455380,0,0,1,0
1,36,M,288328.23,SELF-EMP,12,SA,132,20,11,1,4,0,11200,985576,11200,10510,1,0
0,33,M,815979.93,SAL,29,SA,129,10,4,2,1,1,5600,143710,2800,46860,1,1
1,22,M,44210.02,SELF-EMP,11,SA,88,1,1,0,1,1,0,42590,0,42590,1,0
1,53,M,47333.77,SAL,11,SA,90,2,4,2,1,1,0,755780,0,0,1,1
0,26,F,858772.77,PROF,23,SA,177,12,4,2,0,0,21700,224640,10850,0,0,1
0,25,M,518086.03,PROF,28,CA,64,1,4,0,2,1,0,953701,0,12105,1,0
0,45,M,30382.99,PROF,5,CA,98,62,61,12,1,1,26900,790800,2241.67,54370,1,0
0,29,M,2565843.45,SELF-EMP,23,SA,79,1,1,0,0,0,0,364670,0,0,1,1
0,39,F,474413.44,SENP,27,SA,63,6,2,1,0,0,16900,839196,16900,0,1,1
0,55,M,58086.81,SELF-EMP,3,SA,212,2,2,0,1,0,0,99090,0,0,1,1
0,55,O,1482807.31,SAL,7,CA,40,12,14,2,4,0,43800,1097640,21900,21512.5,1,0
0,37,M,105885.09,SAL,12,SA,60,6,6,1,4,0,7600,145790,7600,9732.5,1,1
1,51,M,1217078.53,SENP,25,SA,77,10,2,1,0,1,0,92480,0,0,1,0
0,28,M,1402411.98,SENP,5,SA,70,10,6,1,4,0,15400,174410,15400,14815,1,0
0,50,M,1230929.1,SAL,11,CA,218,8,8,1,4,1,15500,736630,15500,20097.5,1,0
0,33,M,1244099.16,SELF-EMP,1,SA,71,8,6,1,4,0,1800,680350,1800,13205,0,1
1,28,M,39224.59,SELF-EMP,22,SA,148,0,2,0,0,0,0,1509431,0,0,0,0
0,47,M,135758.97,SENP,21,SA,194,14,1,1,0,1,1900,1900,1900,0,1,0
0,36,M,328528.83,SENP,5,SA,154,0,0,0,0,0,0,0,0,0,1,1
0,45,M,58927.07,SAL,2,SA,143,12,6,1,2,0,19300,782378,19300,25035,1,0
1,41,F,556041.45,PROF,17,CA,169,15,18,2,8,1,17800,1104779,8900,28723.75,1,0
0,41,M,196937.62,SENP,28,SA,75,10,1,0,0,1,0,821010,0,0,0,1
0,49,F,362552.05,SELF-EMP,16,SA,98,12,6,1,4,0,5700,341430,5700,5012.5,1,1
0,44,M,166476,PROF,10,SA,41,16,15,2,4,1,19600,1764374,9800,5752.5,1,1
1,46,M,76018.73,PROF,3,SA,196,11,6,1,4,0,19900,472660,19900,21550,1,0
0,29,M,84237.84,SAL,1,SA,159,12,6,1,1,0,4200,1093415,4200,0,1,1
0,30,F,397902.48,SELF-EMP,16,CA,109,23,2,0,0,1,0,834820,0,0,1,1
0,39,M,781119.46,SAL,14,CA,221,41,16,2,5,1,21900,923477,10950,4572,1,1
0,28,M,1280297.25,SENP,26,SA,63,7,4,0,1,1,0,1497363,0,97680,1,1
0,40,M,31921.87,SAL,24,SA,142,5,1,0,0,0,0,745580,0,0,1,0
0,29,M,269596.16,SAL,27,SA,195,6,2,1,0,0,500,783180,500,0,1,1
0,40,M,169655.42,PROF,29,SA,146,15,3,1,0,1,1300,370700,1300,0,1,1
0,33,M,255784.02,PROF,2,CA,64,33,19,2,8,1,39000,1462144,19500,2567.5,1,1
0,52,M,38480.88,SAL,21,SA,172,20,1,0,0,0,0,591232,0,0,1,0
0,35,M,9086.39,PROF,8,SA,193,2,1,0,1,0,0,62430,0,62430,1,1
0,49,F,81717.72,SENP,19,SA,214,11,6,1,2,1,800,932172,800,24570,1,0
0,34,M,70456.77,PROF,3,SA,184,16,15,2,4,0,19700,1157124,9850,7012.5,1,0
0,29,M,521003.62,SELF-EMP,29,SA,103,2,3,0,1,0,0,1170976,0,53360,1,1
0,33,M,882184.81,SENP,1,SA,129,9,5,1,1,0,10700,1700484,10700,0,1,0
0,42,M,93448.27,SAL,17,SA,209,6,6,1,4,0,13600,154800,13600,11435,1,0
0,29,M,451670.37,SAL,25,SA,213,8,2,0,0,1,0,850040,0,0,1,1
1,42,M,92531.4,SAL,11,SA,75,0,0,0,0,0,0,0,0,0,1,1
0,25,M,265388.94,SAL,20,SA,134,8,6,1,2,1,19500,1941467,19500,11040,1,1
0,45,M,1316110.16,PROF,22,SA,106,3,1,1,0,0,3300,3300,3300,0,1,0
0,34,M,28190.69,PROF,6,SA,219,6,6,1,2,0,11400,1466441,11400,41410,1,1
1,34,M,138623.28,SAL,6,SA,62,11,5,1,2,1,16300,691203,16300,17655,1,0
1,43,M,255854.86,SENP,1,SA,100,11,5,1,2,1,2600,1081233,2600,31950,1,0
0,47,M,335843.19,SAL,29,CA,105,37,2,1,0,1,7700,454420,7700,0,1,1
0,32,F,527821.8,SENP,8,CA,170,21,27,3,9,0,37600,5515779,12533.33,537842.22,1,1
1,46,M,102892.62,PROF,16,SA,209,5,6,1,4,1,11600,626400,11600,9362.5,1,0
0,43,M,34835.8,SAL,14,SA,125,16,15,2,0,0,22300,2060632,11150,0,0,0
0,31,M,912670.24,SAL,1,CA,134,59,24,3,1,0,24800,1505057,8266.67,51910,1,1
1,31,O,24854.97,PROF,16,CA,48,22,1,0,0,0,0,391570,0,0,0,1
0,40,M,260875.74,SAL,21,CA,96,29,3,1,0,1,13800,361350,13800,0,1,1
0,27,M,1219326.07,SAL,18,SA,69,6,5,1,2,0,8200,1941484,8200,28605,1,1
0,36,M,120126.07,SELF-EMP,3,SA,192,15,8,1,5,1,15300,2044444,15300,177702,1,1
0,41,M,19258.14,PROF,16,SA,119,14,14,2,5,0,48900,1748642,24450,99172,1,0
0,39,M,36860.61,SAL,1,SA,122,2,1,0,0,1,0,99060,0,0,1,0
0,40,M,110824.95,SAL,1,SA,53,14,8,1,2,0,17200,920812,17200,32395,1,1
0,55,F,1330961.25,SELF-EMP,17,SA,38,14,8,1,4,0,14600,1337494,14600,9860,0,1
0,49,F,328906.16,SENP,8,SA,67,8,5,1,2,0,4800,1074918,4800,47465,1,1
0,34,M,132567.12,SAL,31,CA,163,52,3,1,0,0,12700,136330,12700,0,1,0
0,29,M,1296832.7,PROF,14,SA,174,18,14,2,7,0,30000,1732897,15000,138498.57,1,1
1,30,M,18399.4,SELF-EMP,11,SA,94,10,5,1,2,1,15800,1412641,15800,19440,1,0
1,43,M,34362.06,SELF-EMP,20,SA,155,6,5,1,4,0,6000,61630,6000,13907.5,1,1
0,37,M,189774.25,SAL,4,SA,140,6,4,0,3,0,0,231180,0,15533.33,1,0
0,50,M,27383.95,SAL,11,SA,128,18,14,2,2,1,6600,938964,3300,33345,1,0
0,53,M,954098.25,SAL,14,CA,113,4,4,0,3,0,0,338100,0,7876.67,1,0
0,55,M,35177.19,SENP,20,SA,197,4,3,0,3,0,0,36230,0,12076.67,1,1
0,43,M,414524.54,SAL,18,SA,185,2,2,0,2,0,0,13730,0,6865,1,0
0,32,F,1104314.42,SENP,25,SA,141,10,2,0,0,0,0,840810,0,0,1,0
0,30,M,31241.56,SENP,2,SA,49,7,5,1,2,0,14700,1606187,14700,10745,1,0
0,51,M,1100912.84,SAL,11,SA,189,6,5,1,2,0,12900,1486976,12900,10860,1,1
0,31,M,247677.55,PROF,6,SA,140,5,5,1,2,0,3600,859369,3600,24925,1,0
0,50,M,51705.99,PROF,15,SA,95,0,0,0,0,1,0,0,0,0,1,0
0,23,F,1420119.41,SENP,28,CA,187,18,1,0,0,0,0,259440,0,0,1,1
0,31,M,164252.28,PROF,27,SA,174,0,1,0,0,1,0,128142,0,0,1,0
0,40,F,1563180.4,SENP,26,CA,199,30,3,1,0,0,3400,361942,3400,0,1,0
0,27,M,141552.67,PROF,4,SA,154,6,4,0,2,0,0,411200,0,24980,1,0
0,36,M,0,SAL,16,CA,171,52,21,2,2,0,8700,1650331,4350,8645,1,1
0,33,M,47160.85,SAL,21,CA,169,51,3,0,0,0,0,461990,0,0,1,0
0,40,F,2745522.98,SELF-EMP,2,SA,58,8,6,1,4,0,6300,92688,6300,3065,1,1
0,44,M,159005.36,PROF,18,SA,178,4,3,0,3,0,0,40610,0,13536.67,1,1
0,47,M,1190668.67,PROF,1,SA,178,10,6,1,2,1,700,1173243,700,47290,1,1
1,51,M,3999.15,SAL,4,CA,39,21,27,3,1,1,24300,1272060,8100,49500,1,0
0,25,M,301534.57,SAL,29,SA,217,7,2,0,1,0,0,534090,0,96700,1,0
0,35,M,13322.79,PROF,7,SA,58,12,6,1,1,0,200,1395523,200,0,1,0
0,39,F,2190091.45,PROF,23,SA,73,10,2,0,0,0,0,915010,0,0,1,0
0,26,M,2011.87,PROF,9,SA,125,7,7,1,1,0,8000,895337,8000,0,0,1
0,54,M,255628.44,SAL,22,SA,94,5,3,2,0,0,37300,996830,18650,0,1,1
0,46,F,361041.22,SAL,15,SA,186,2,2,0,2,0,0,94290,0,47145,1,1
0,31,F,963479.22,SELF-EMP,1,SA,203,8,5,1,2,1,6800,1243508,6800,14400,1,1
0,45,F,1182639.05,SENP,13,SA,173,2,1,0,1,1,0,39110,0,39110,1,1
0,51,M,107393.82,SENP,6,CA,72,17,22,2,12,1,4800,1375316,2400,58061.67,1,1
0,32,M,285566.07,SENP,25,SA,155,6,3,0,1,0,0,955228,0,93820,1,0
0,28,M,475126.69,SELF-EMP,12,SA,163,14,8,1,4,0,2000,1970693,2000,17047.5,0,1
0,38,M,120744.96,SAL,28,SA,130,14,4,0,0,0,0,1306240,0,0,1,1
1,32,F,493001.76,SENP,21,SA,130,2,3,2,0,0,8400,82104,4200,0,1,1
0,32,M,21651.4,SELF-EMP,12,SA,62,8,6,1,2,0,15700,1404596,15700,8770,0,1
0,54,M,15592.3,PROF,14,SA,212,14,6,1,4,1,9800,348980,9800,16017.5,1,1
0,30,F,1863647.49,SENP,8,CA,102,24,31,3,8,0,28500,566527,9500,1278.75,1,0
0,42,M,295898.9,SELF-EMP,2,SA,160,2,1,0,1,0,0,90410,0,90410,1,0
0,54,M,8674.46,SELF-EMP,19,SA,41,12,6,1,2,0,4900,1137280,4900,46155,1,1
0,28,M,12992.6,PROF,27,SA,156,6,1,0,0,0,0,526350,0,0,1,0
0,27,M,910826.61,PROF,12,SA,117,2,2,0,1,1,0,884640,0,0,1,1
0,55,M,560370.05,SAL,3,SA,31,7,5,1,2,0,1000,863629,1000,31835,1,0
0,26,M,1407968.88,SENP,18,SA,150,6,5,1,2,0,5400,1366867,5400,22090,1,0
0,54,F,1064297.55,PROF,20,SA,36,5,4,0,2,1,0,752490,0,34350,1,0
0,39,F,68005.87,SELF-EMP,7,SA,200,7,5,1,4,0,500,16730,500,4057.5,0,1
0,37,M,153054.03,SELF-EMP,31,SA,44,8,3,1,1,0,5100,181703,5100,86350,1,0
1,47,F,1424877.52,PROF,16,SA,210,11,6,1,4,1,8000,1055970,8000,14795,1,0
0,29,M,330120.67,SAL,23,SA,34,7,4,1,0,0,1100,219710,1100,0,1,1
1,49,M,70777.97,SENP,24,SA,219,14,1,0,0,1,0,78623,0,0,1,1
0,40,M,23601.06,SAL,10,SA,202,2,2,0,2,0,0,94260,0,47130,1,0
0,47,M,77615.42,SELF-EMP,31,SA,133,7,2,1,0,0,7300,48520,7300,0,1,0
1,30,M,10995.46,SAL,5,CA,85,61,60,8,1,1,19200,701983,2400,83580,1,1
1,41,M,35952.93,PROF,1,SA,109,17,14,2,1,0,3700,1082721,1850,35630,1,0
0,48,M,76758.1,PROF,15,SA,116,6,4,0,2,0,0,873960,0,24160,1,0
0,51,M,755718.67,SENP,19,SA,69,2,2,0,1,0,0,888080,0,0,1,0
0,44,F,293054.97,SAL,20,CA,98,24,4,0,2,0,0,132450,0,27750,1,0
0,50,M,2168780.41,SENP,23,CA,121,31,3,1,0,0,7800,301990,7800,0,1,1
1,50,F,260723.76,SENP,15,SA,73,0,0,0,0,1,0,0,0,0,1,0
0,36,F,155391.56,PROF,10,SA,180,6,5,1,2,1,4800,1902803,4800,34285,1,0
1,48,F,1068531.26,SELF-EMP,8,SA,194,2,5,1,2,1,5700,1524772,5700,47410,1,1
0,51,M,475995.49,SAL,8,SA,64,8,6,1,4,1,18600,200374,18600,6397.5,1,1
0,39,M,9439.96,PROF,25,SA,112,0,4,4,0,0,33100,33100,8275,0,1,0
0,47,M,198571.79,SAL,9,SA,182,14,7,1,4,0,12600,1053460,12600,24127.5,1,1
0,50,M,2604959.39,PROF,26,SA,153,0,4,1,1,0,17900,588640,17900,28620,1,1
0,50,M,156836.38,SAL,14,SA,169,9,5,1,4,0,7500,56000,7500,12125,1,0
0,33,M,107856.8,SAL,30,SA,113,0,4,1,0,0,16500,1303615,16500,0,1,1
0,41,M,71262.01,SAL,6,SA,207,2,2,0,2,1,0,54180,0,27090,1,0
0,43,M,155726.39,PROF,29,SA,119,11,4,0,0,0,0,700430,0,0,1,0
0,55,F,1443358.62,PROF,25,SA,93,11,4,1,0,0,16400,128258,16400,0,1,0
0,34,M,174145.64,PROF,10,SA,140,7,5,1,2,0,11100,721819,11100,26695,1,0
0,48,M,210527.73,SENP,17,SA,57,0,0,0,0,0,0,0,0,0,1,1
0,31,F,113184.94,SENP,4,SA,92,12,6,1,4,0,15900,440920,15900,3960,1,1
0,55,M,3258.87,PROF,24,CA,120,43,2,0,0,1,0,577850,0,0,1,1
